"original_title,""overview"",""popularity"",""release_date"",""vote_average"",""vote_count"",""budget"",""keywords"",""director"",""comentarios""",,,,,,,
"My Dog Skip,""A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the """"Takers"""" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals."",""1847242"",""8/26/2010"",""60"",""394"",""32000000"",""heist"",""John Luessenhop"",""""",,,,,,,
"Down to You,""Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years."",""9525037"",""8/20/2010"",""68"",""103"",""35000000"",""horse race horseback riding biography"",""Randall Wallace"",""""",,,,,,,
"Chuck & Buck,""Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria."",""2.33E+15"",""8/20/2010"",""53"",""581"",""24000000"",""yacht movie in movie scuba diving piranha spring break"",""Alexandre Aja"",""""",,,,,,,
"Urbania,""Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million"",""9054803"",""8/20/2010"",""56"",""54"",""0"","""",""Erik White"",""""",,,,,,,
"Isn't She Great,""Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom."",""17165039"",""8/18/2010"",""42"",""315"",""20000000"",""vampire high school prom spoof horror spoof"",""Jason Friedberg"",""""",,,,,,,
"The Broken Hearts Club: A Romantic Comedy,""This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world."",""4.97E+16"",""8/13/2010"",""62"",""1514"",""155000000"",""based on novel magic good vs evil king narnia"",""Michael Apted"",""""",,,,,,,
"Scream 3,""Liz Gilbert had everything a modern woman is supposed to dream of having â€“ a husband, a house and a successful career â€“ yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali."",""28800112"",""8/12/2010"",""58"",""636"",""60000000"",""indonesia female protagonist india divorce bali"",""Ryan Murphy"",""""",,,,,,,
"Anatomy,""NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're """"the other guys."""" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?"",""24399642"",""8/6/2010"",""61"",""1383"",""100000000"",""narration ceo fire truck shot in the shoulder zip line"",""Adam McKay"",""""",,,,,,,
"Gun Shy,""When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider."",""24210698"",""8/6/2010"",""74"",""418"",""14000000"",""shyness based on novel unrequited love neighbor family relationships"",""Rob Reiner"",""""",,,,,,,
"The Beach,""A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever."",""2.51E+16"",""8/4/2010"",""66"",""582"",""30000000"",""musical duringcreditsstinger 3d"",""Jon M. Chu"",""""",,,,,,,
"The Tigger Movie,""Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city."",""7.76E+15"",""8/3/2010"",""60"",""2926"",""80000000"",""tattoo martial arts sniper island mercenary"",""Sylvester Stallone"",""""",,,,,,,
"Snow Day,""A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the dangers humans pose to the species' survival. The film combines entertainment with an important environmental message."",""15805449"",""8/3/2010"",""56"",""151"",""0"",""global warming sea turtle 3d"",""Ben Stassen"",""""",,,,,,,
"Hanging Up,""THE EXTRA MAN is a sophisticated and moving comedy from filmmakers Shari Springer Berman and Robert Pulcini. THE EXTRA MAN follows Louis Ives (Paul Dano), a lonely dreamer who fancies himself the hero of an F. Scott Fitzgerald novel. When a deeply embarrassing incident forces him to leave his job at an exclusive Princeton prep school, Louis heads to New York City to make a fresh start. He quickly finds a 9 to 5 job at an environmental magazine, where he encounters an entrancing, green-obsessed co-worker Mary (Katie Holmes)."",""226778"",""8/1/2010"",""59"",""29"",""7000000"",""independent film woman director"",""Shari Springer Berman"",""""",,,,,,,
"The Whole Nine Yards,""The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest."",""1177398"",""7/30/2010"",""49"",""119"",""85000000"",""torture aftercreditsstinger duringcreditsstinger 3d"",""Brad Peyton"",""""",,,,,,,
"Pitch Black,""Rising executive Tim Wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee."",""11023691"",""7/30/2010"",""55"",""531"",""69000000"",""mouse idiot mind control taxidermy aftercreditsstinger"",""Jay Roach"",""""",,,,,,,
"Boiler Room,""Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee Oâ€™Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven """"evil exes"""" to be able to date her."",""38885195"",""7/27/2010"",""72"",""2126"",""60000000"",""whipping hipster underage girlfriend animated flashback character's point of view camera shot"",""Edgar Wright"",""""",,,,,,,
"Wonder Boys,""Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other."",""9681147"",""7/23/2010"",""61"",""245"",""0"",""sister sister relationship mother daughter relationship aunt niece relationship father daughter relationship duringcreditsstinger"",""Elizabeth Allen Rosenbaum"",""""",,,,,,,
"Reindeer Games,""As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: """"Who is Salt?"""""",""48829437"",""7/21/2010"",""62"",""2093"",""110000000"",""assassination spy cia kidnapping cold war"",""Phillip Noyce"",""""",,,,,,,
"3 Strikes,""A group of young girls is competing in a nation teen music video competition."",""3.06E+16"",""7/16/2010"",""39"",""6"",""0"","""",""Stewart Raffill"",""""",,,,,,,
"What Planet Are You From?,""A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision."",""7453347"",""7/15/2010"",""59"",""92"",""3100000"","""",""Benedek Fliegauf"",""""",,,,,,,
"The Next Best Thing,""Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: """"inception"""", the implantation of another person's idea into a target's subconscious."",""16758371"",""7/14/2010"",""81"",""13752"",""160000000"",""loss of lover dream kidnapping sleep subconsciousness"",""Christopher Nolan"",""""",,,,,,,
"Drowning Mona,""Rafael, a village mayor caught in the murderous crossfire of the Philippine-American War. When U.S. troops occupy his village, Rafael comes under pressure from a tough-as-nails officer to help the Americans in their hunt for Filipino guerilla fighters. But Rafael's brother is the head of the local guerillas, and considers anyone who cooperates with the Americans to be a traitor. Rafael quickly finds himself forced to make the impossible, potentially deadly decisions faced by ordinary civilians in an occupied country."",""193172"",""7/14/2010"",""60"",""2"",""1200000"",""ambush rebel rain village arrest"",""John Sayles"",""""",,,,,,,
"Mission to Mars,""Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protÃ©gÃ©. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness."",""35580815"",""7/13/2010"",""58"",""1470"",""150000000"",""witch fire wolf fountain magic"",""Jon Turteltaub"",""""",,,,,,,
"Deterrence,""Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series."",""3.73E+16"",""7/10/2010"",""65"",""703"",""80000000"",""owl"",""Zack Snyder"",""""",,,,,,,
"The Young Unknowns,""Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other."",""15338211"",""7/9/2010"",""65"",""506"",""3500000"",""lesbian relationship lesbian dinner motorcycle argument"",""Lisa Cholodenko"",""""",,,,,,,
"The Perfect Storm,""In the California desert, the adventures of a telepathic killer-tire, mysteriously attracted by a very pretty girl, as witnessed by incredulous onlookers."",""9108949"",""7/9/2010"",""57"",""251"",""500000"",""exploding building duringcreditsstinger"",""Quentin Dupieux"",""""",,,,,,,
"Final Destination,""Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care."",""113858273"",""7/8/2010"",""71"",""6478"",""69000000"",""adoptive father orphanage life's dream rivalry stealing"",""Pierre Coffin"",""""",,,,,,,
"Erin Brockovich,""A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward."",""13143045"",""7/6/2010"",""69"",""672"",""8000000"",""suicide depression independent film coming of age teen movie"",""Ryan Fleck"",""""",,,,,,,
"High Fidelity,""Two versions of the American dream now stand in sharp contrast. One views the money you earned as yours and best allocated by you"," the other believes that an elite in Washington knows best how to allocate your wealth. One champions the traditional American dream, which has played out millions of times through generations of Americans, of improving one's lot in life and even daring to dream and build big. The other holds that there is no end to the """"good"""" the government can do by taking and spending other peoples' money in an ever-burgeoning list of programs. The documentary film I Want Your Money exposes the high cost in lost freedom and in lost opportunity to support a Leviathan-like bureaucratic state."",""84344"",""7/6/2010"",""38"",""5"",""0"","""","""",""""",,,,,,
"Digimon: The Movie,""A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted."",""4.76E+16"",""7/3/2010"",""60"",""1206"",""40000000"",""hunter predator yakuza hunting human beings alien life-form"",""Nimr\u00f3d Antal"",""""",,,,,,,
"Romeo Must Die,""A criminal on the run cons his way into the wrong dinner party where the host is anything but ordinary."",""6507094"",""7/1/2010"",""62"",""135"",""0"",""swimming pool tea kettle conga line spit in the face convenience store robbery"",""Nick Tomnay"",""""",,,,,,,
"Here On Earth,""The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations."",""3.38E+16"",""6/30/2010"",""47"",""1151"",""150000000"",""fire ice war ship prince kingdom"",""M. Night Shyamalan"",""""",,,,,,,
"The Road to El Dorado,""Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of."",""5000126"",""6/30/2010"",""60"",""21"",""0"",""independent film"",""Taylor Hackford"",""""",,,,,,,
"The Skulls,""After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."",""38864027"",""6/24/2010"",""60"",""1705"",""80000000"",""overweight swing foot convertible arrow"",""Dennis Dugan"",""""",,,,,,,
"Whatever It Takes,""Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life."",""107069763"",""6/23/2010"",""58"",""2301"",""68000000"",""vampire graduation bite immortality werewolf"",""David Slade"",""""",,,,,,,
"28 Days,""Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film."",""22581313"",""6/18/2010"",""44"",""420"",""47000000"",""gunslinger usa dc comics hell facial scar"",""Jimmy Hayward"",""""",,,,,,,
"Return to Me,""With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcÃ©e finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over."",""15212569"",""6/18/2010"",""61"",""133"",""7000000"",""mumblecore"",""Jay Duplass"",""""",,,,,,,
"Ready to Rumble,""Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain """"the creatures,"""" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border."",""26406001"",""6/18/2010"",""62"",""587"",""500000"",""monster pyramid radio dystopia infection"",""Gareth Edwards"",""""",,,,,,,
"American Psycho,""Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client"",""1.08E+16"",""6/17/2010"",""64"",""215"",""8000000"",""london england mother robbery detective assassin"",""Jonathan Lynn"",""""",,,,,,,
"Keeping the Faith,""A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson."",""26281839"",""6/17/2010"",""63"",""519"",""2000000"",""rape fondling revenge writer strangulation"",""Steven R. Monroe"",""""",,,,,,,
"U-571,""Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy."",""6.00E+15"",""6/16/2010"",""76"",""4597"",""200000000"",""hostage college toy barbie animation"",""Lee Unkrich"",""""",,,,,,,
"Love & Basketball,""A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one â€“ even themselves â€“ are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust."",""44906918"",""6/15/2010"",""59"",""1547"",""117000000"",""spy airport gas station garage pilot"",""James Mangold"",""""",,,,,,,
"Gossip,""An Italian-American actor is deported to Mexico by some crooked INS Agents, and a pack of orphans helps him find his way back to America"",""194848"",""6/15/2010"",""0"",""0"",""0"","""",""Lance Kawas"",""""",,,,,,,
"The Yards,""17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth."",""2.08E+16"",""6/11/2010"",""68"",""565"",""2000000"",""father court bail drug trade girl"",""Debra Granik"",""""",,,,,,,
"Where the Heart Is,""A re-imagined account of the early life of Maria Anna 'Nannerl' Mozart, five years older than Wolfgang and a musical prodigy in her own right."",""774442"",""6/9/2010"",""62"",""13"",""0"",""royal court overbearing father harpsichord 18th century"",""Ren\u00e9 F\u00e9ret"",""""",,,,,,,
"The Flintstones in Viva Rock Vegas,""Follows Andy, who needs to hook up with a hottie, pronto, because he hasn't had sex in... well, forever - and his luck isn't the only thing that's hard. His equally horny teenage roommates also need it superbad, and with the help of their nerdy pal, McAnalovin' and his fake I.D., they may tap more than just a keg."",""5628399"",""6/8/2010"",""32"",""34"",""0"",""duringcreditsstinger"",""Craig Moss"",""""",,,,,,,
"Frequency,""When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life."",""23004607"",""6/4/2010"",""57"",""772"",""75000000"",""assassin"",""Robert Luketic"",""""",,,,,,,
"Gladiator,""When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style."",""1.23E+16"",""6/4/2010"",""50"",""149"",""50000000"","""",""Tom Dey"",""""",,,,,,,
"I Dreamed of Africa,""Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show."",""17869443"",""6/4/2010"",""59"",""612"",""40000000"",""aftercreditsstinger"",""Nicholas Stoller"",""""",,,,,,,
"Michael Jordan to the Max,""Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down."",""18325897"",""5/26/2010"",""54"",""426"",""100000000"","""",""Michael Patrick King"",""""",,,,,,,
"The Basket,""Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married."",""124654"",""5/23/2010"",""58"",""251"",""22000000"","""",""Woody Allen"",""""",,,,,,,
"Battlefield Earth,""Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC."",""1.40E+16"",""5/21/2010"",""51"",""179"",""10000000"",""aftercreditsstinger duringcreditsstinger"",""Jorma Taccone"",""""",,,,,,,
"Center Stage,""In the harsh terrain of the Mexican desert, a mortally wounded man is left for dead in the heat of the desert sun. This is Jay. Once a street smart, carefree young guy. Now, a wanted man. As death looms, the only thing that keeps him alive is the quest to find the love of his life, Natasha. A woman betrothed to another man, but surely destined for Jay. A woman who comes into his life like a bolt of lightning and changes it forever."",""4807549"",""5/21/2010"",""60"",""40"",""0"","""",""Anurag Basu"",""""",,,,,,,
"Screwed,""Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel."",""1.25E+16"",""5/20/2010"",""65"",""235"",""22000000"",""cia nuclear scientist iraq politician duringcreditsstinger"",""Doug Liman"",""""",,,,,,,
"Lisa Picard Is Famous,""An ex-Boer war guerrilla in New Zealand is sent out to bring back a Maori accused of killing a British soldier. Gradually they grow to know and respect one another but a posse, led by the British Commanding officer is close behind and his sole intention is to see the Maori hang. Written by Filmfinders 1903. A guerilla fighter from the South African Boer war called Arjan (Winstone) takes on a manhunt for Maori seaman Kereama (Morrison), who is accused of murdering a British soldier. What follows is a cat and mouse pursuit through the varied landscape of NZ with both hunter and huntee testing their bushcraft and wits against that of the other. Written by Anonymous"",""2074295"",""5/20/2010"",""60"",""16"",""6500000"","""",""Ian Sharp"",""""",,,,,,,
"Shadow of the Vampire,""Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the inevitable intrusion of others tests their stability in ways never imagined."",""6323"",""5/20/2010"",""0"",""0"",""300000"",""coming of age"",""Jerome Elston Scott"",""""",,,,,,,
"Dancer in the Dark,""A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time â€“ gift from the gods that can reverse time and allow its possessor to rule the world."",""6.22E+16"",""5/19/2010"",""62"",""2317"",""150000000"",""persia sandstorm brother against brother armageddon regent"",""Mike Newell"",""""",,,,,,,
"Cecil B. Demented,""The story of Venezuelan revolutionary, Ilich Ramirez Sanchez, who founded a worldwide terrorist organization and raided the OPEC headquarters in 1975 before being caught by the French police."",""1138383"",""5/19/2010"",""67"",""50"",""18000000"",""gun car bomb miniseries terrorism opec"",""Olivier Assayas"",""""",,,,,,,
"Billy Elliot,""French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay."",""4992475"",""5/18/2010"",""65"",""91"",""4000000"",""monk sunrise medicine hostage evacuation"",""Xavier Beauvois"",""""",,,,,,,
"Dinosaur,""A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Awayâ€”where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never metâ€”he sets out to restore his world and reclaim his true love."",""4.40E+16"",""5/16/2010"",""60"",""1959"",""165000000"",""ogre 3d"",""Mike Mitchell"",""""",,,,,,,
"Small Time Crooks,""A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef."",""7245108"",""5/15/2010"",""54"",""130"",""0"",""boat boat accident underwater shark great white shark"",""Andrew Traucki"",""""",,,,,,,
"Road Trip,""An American girl on vacation in Italy finds an unanswered """"letter to Juliet"""" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the """"secretaries of Juliet"""" -- and she goes on a quest to find the lovers referenced in the letter."",""1652083"",""5/14/2010"",""66"",""796"",""30000000"",""italy letter romantic comedy american abroad boyfriend girlfriend"",""Gary Winick"",""""",,,,,,,
"Mission: Impossible II,""A physical therapist falls for the basketball player she is helping recover from a career-threatening injury."",""10409253"",""5/14/2010"",""61"",""99"",""0"",""woman director"",""Sanaa Hamri"",""""",,,,,,,
"Shanghai Noon,""Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour."",""717811"",""5/14/2010"",""48"",""14"",""9000000"",""biography historical figure princess drama based on true story"",""Marc Forby"",""""",,,,,,,
"Hum To Mohabbat Karega,""Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!"",""4498368"",""5/14/2010"",""59"",""11"",""5000000"",""prehistoric dinosaur imax underwater scene 3d"",""Ronan Chapalain"",""""",,,,,,,
"Big Momma's House,""Good Vampires battle Zombie Vampires while trying to hide their own identity and prevent the infection from spreading."",""249457"",""5/13/2010"",""31"",""6"",""0"",""vampire zombie vanity project mad cow disease"",""Matthew R. Anderson"",""""",,,,,,,
"Groove,""When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity"," romances his widow, Marion"," and draws the ire of the town's sheriff and King John's henchman, Godfrey."",""37668301"",""5/12/2010"",""62"",""1398"",""200000000"",""robin hood archer knight sherwood forest bow and arrow"",""Ridley Scott"",""""",,,,,
"Gone in Sixty Seconds,""An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own."",""27494037"",""5/11/2010"",""59"",""583"",""19000000"",""alcohol single parent baby restaurant aquarium"",""Josh Gordon"",""""",,,,,,,
"Shaft,""Indian mother Mrs Sethi's (Azmi) obsession with marrying off her daughter turns murderous. With jokes that routinely miss the mark and cringeworthy slapstick, this black comedy farce shouldn't work. Somehow, though, it does. (c) Empire Magazine"",""1259968"",""5/7/2010"",""43"",""9"",""0"",""london england indian lead murder matchmaking ghost"",""Gurinder Chadha"",""""",,,,,,,
"Titan A.E.,""Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razor-sharp verbal jousting and large-scale set pieces, Four Lions is a comic tour de force"," it shows that-while terrorism is about ideology-it can also be about idiots."",""20544999"",""5/7/2010"",""70"",""423"",""967686"",""terrorism british farce"",""Chris Morris"",""""",,,,,,
"Boys and Girls,""On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state."",""10789912"",""5/6/2010"",""46"",""116"",""4000000"",""zombie"",""George A. Romero"",""""",,,,,,,
"Amores perros,""Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own."",""2175433"",""5/1/2010"",""68"",""566"",""44000000"",""brother brother relationship based on novel sailing ghost young adult"",""Burr Steers"",""""",,,,,,,
"Chicken Run,""Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships."",""1.21E+16"",""4/30/2010"",""52"",""29"",""0"","""",""Sajid Khan"",""""",,,,,,,
